id,titulo,autor,siglo,texto_limpio,tokens_utiles
11,- XXXVI -,Juan de Arguijo,15-17,despues que en tierno llanto desordena citerea la voz por el violento fin de su adonis y con triste acento el bosque idalio a su dolor resuena y en flor sobre el acanto y azucena hermosura trueca el misero y sangriento joven modera el grave sentimiento y el impetu a sus lagrimas enfrena y no hallando a su tristeza medio vuelve al usado ornato y reflorece del ya sereno rostro la luz pura asi el pesar con la razon decrece desesperado el bien que tal vez cura a un grande mal la falta de remedio,despues tierno llanto desordena citerea voz violento fin adonis triste acento bosque idalio dolor resuena flor acanto azucena hermosura trueca misero sangriento joven modera grave sentimiento impetu lagrimas enfrena no hallando tristeza medio vuelve usado ornato reflorece ya sereno rostro luz pura asi pesar razon decrece desesperado bien tal vez cura grande mal falta remedio
12,Soneto,Luis Martín de la Plaza,15-17,nereidas que con manos de esmeraldas para sangrarle las ocultas venas de perlas nacar y corales llenas azotais de neptuno las espaldas y cenidas las frentes de guirnaldas sobre azules delfines y ballenas oro puro cerneis de las arenas y lo guardais en las mojadas faldas decidme asi de vuestro alegre coro no os aparte aquel dios que en eolia mora ni con valiente soplo os haga agravios hallais corales perlas nacar oro tal como yo los hallo en mi senora en cabellos en frente en boca en labios,nereidas manos esmeraldas sangrarle ocultas venas perlas nacar corales llenas azotais neptuno espaldas cenidas frentes guirnaldas azules delfines ballenas oro puro cerneis arenas guardais mojadas faldas decidme asi vuestro alegre coro no os aparte aquel dios eolia mora ni valiente soplo os haga agravios hallais corales perlas nacar oro tal como yo hallo mi senora cabellos frente boca labios
13,Soneto,Luis Martín de la Plaza,15-17,veo senora al son de mi instrumento cuando entona mi voz tu nombre santo parar los rios a escuchar mi canto correr los montes y callar el viento y luego si publico mi tormento huir los ricos con temor y espanto y ser los montes sordos a mi llanto y el viento murmurar del triste acento y es porque haces sus arenas de oro traes a los montes un verano eterno y das olor al viento que te toca yo deshago llorando su tesoro traigo a los montes un helado invierno y doy a viento el fuego de mi boca,veo senora son mi instrumento cuando entona mi voz tu nombre santo parar rios escuchar mi canto correr montes callar viento luego si publico mi tormento huir ricos temor espanto ser montes sordos mi llanto viento murmurar triste acento porque haces arenas oro traes montes verano eterno das olor viento te toca yo deshago llorando tesoro traigo montes helado invierno doy viento fuego mi boca
14,"No pises, no; detén el pie de nieve...",Pedro Castro y Anaya,15-17,no pises no deten el pie de nieve no pises esta desmayada rosa que a los claveles de tu boca hermosa la ya marchita purpura les debe esta que poseyo cetro tan breve del prado en la republica olorosa hallete oh nise alguna vez piadosa si tu retrato a lastima te mueve pero si acaso enternecida lloras la muerte de una flor oh dueno ingrato por ser copia gentil de tus auroras nise temed en que en tan breve rato sin la prolija guerra de las horas falte el original como el retrato,no pises no deten pie nieve no pises esta desmayada rosa claveles tu boca hermosa ya marchita purpura les debe esta poseyo cetro tan breve prado republica olorosa hallete oh nise alguna vez piadosa si tu retrato lastima te mueve si acaso enternecida lloras muerte flor oh dueno ingrato ser copia gentil tus auroras nise temed tan breve rato prolija guerra horas falte original como retrato
15,"Al retrato de Pedro de Valencia, ceramista de Su M",Anastasio Pantaleón de Ribera,15-17,de este lienzo la voz o peregrino porfido calla bien que no la vida hoy del primer pincel restituida robada ayer del ultimo destino el que admiras silencio ya ladino habla en la docta imagen que mentida en su primera forma o repetida finge la humanidad viviendo el lino la verdad de esta copia muda yace aun mas que en el pincel que se eterniza en breve espacio de sepulcro breve o no el sepulcro pedro se embarace el cielo si de tu inmortal ceniza que el menos grave porfido no es leve,este lienzo voz peregrino porfido calla bien no vida hoy primer pincel restituida robada ayer ultimo destino admiras silencio ya ladino habla docta imagen mentida primera forma repetida finge humanidad viviendo lino verdad esta copia muda yace aun pincel eterniza breve espacio sepulcro breve no sepulcro pedro embarace cielo si tu inmortal ceniza grave porfido no leve
16,A fama póstuma del doctor Juan Pérez de Montalbán,Juan López Román,15-17,venera aquesta pira o caminante que yace en ella aquel doctor famoso montano que en su tiempo dio glorioso alma a las musas de su ser atlante aquel que en lo discreto y elegante se vio tan eminente que es forzoso presumir de su modo milagroso que no queda en el mundo semejante o parca fiera que con mano aleve la vida le quitaste al fenix solo en el arte y primor de la poesia aquel que las hermanas todas nueve le dieron el laurel del sacro apolo celebrando sus versos a porfia,venera aquesta pira caminante yace ella aquel doctor famoso montano tiempo dio glorioso alma musas ser atlante aquel discreto elegante vio tan eminente forzoso presumir modo milagroso no queda mundo semejante parca fiera mano aleve vida le quitaste fenix solo arte primor poesia aquel hermanas todas nueve le dieron laurel sacro apolo celebrando versos porfia
17,Al lector,Juan de Castellanos,15-17,lector amigo claramente veo salir a luz aqueste monumento sin aquellos matices y ornamento que por ventura tienes en deseo con solo la verdad lo hermoseo porque no pide tanto crecimiento de variedades mas detenimiento del que suele llevar veloz correo la peregrinacion es inexhausta la vida breve vena mal propicia para me detener en las jornadas y ansi vamos de paso porque basta en aqueste compendio dar noticia de las cosas que estaban olvidadas,lector amigo claramente veo salir luz aqueste monumento aquellos matices ornamento ventura tienes deseo solo verdad hermoseo porque no pide tanto crecimiento variedades detenimiento suele llevar veloz correo peregrinacion inexhausta vida breve vena mal propicia me detener jornadas ansi vamos paso porque basta aqueste compendio dar noticia cosas estaban olvidadas
18,A la muerte de don Rodrigo Calderón,Anastasio Pantaleón de Ribera,15-17,en copia amarga de funesto llanto desata o caminante el sentimiento que informa miedos hoy tanto escarmiento que lagrimas disculpa ejemplo tanto grave te avise y te prevenga tanto desengano a la vida este sangriento este helado castigo que instrumento de la piedad se ostenta y del espanto no natural violento si el destino por ley impuesta derribo homicida el uso indigno de su altiva suerte muriendo humano vivira divino pues el morir le ocasiono su vida pues el vivir le aseguro su muerte,copia amarga funesto llanto desata caminante sentimiento informa miedos hoy tanto escarmiento lagrimas disculpa ejemplo tanto grave te avise te prevenga tanto desengano vida este sangriento este helado castigo instrumento piedad ostenta espanto no natural violento si destino ley impuesta derribo homicida uso indigno altiva suerte muriendo humano vivira divino pues morir le ocasiono vida pues vivir le aseguro muerte
19,Al estrago de la predicación evangélica,Anastasio Pantaleón de Ribera,15-17,preguntasme porque con tanto ahinco repugne el predicar pues bien podria con un poco de critica osadia subirme al mayor pulpito de un brinco confieso anian que los talentos cinco son ya solo una vana parleria mas con ella que gana el alma mia pues si una flecha en las ajenas hinco si al oido estragado me acomodo estrago la doctrina si la templo con sencillez a las paredes hablo o sacro oficio ya profano en todo es comedia el sermon teatro el templo farsante el que predica autor el diablo,preguntasme porque tanto ahinco repugne predicar pues bien podria poco critica osadia subirme mayor pulpito brinco confieso anian talentos cinco son ya solo vana parleria ella gana alma mia pues si flecha ajenas hinco si oido estragado me acomodo estrago doctrina si templo sencillez paredes hablo sacro oficio ya profano todo comedia sermon teatro templo farsante predica autor diablo
20,Sobre el mismo tema,Pedro de la Escalera Guevara,15-17,duerme en el marmol de esta losa fria aquel sol que ilustro tanto las artes que los doctos del orbe en varias partes lloran de tanto sueno el triste dia la patria dulce en lagrimas envia la queja del dolor que le repartes huerfana lope de tus altas partes y sin el plecto de tu gran talia docto varon o docto al fin moriste para ensenar desde ese monumento la parca atroz con tu divina pluma que pues docto varon no la venciste el ignorante viva viva atento al fin ultimo suyo y no presuma,duerme marmol esta losa fria aquel sol ilustro tanto artes doctos orbe varias partes lloran tanto sueno triste dia patria dulce lagrimas envia queja dolor le repartes huerfana lope tus altas partes plecto tu gran talia docto varon docto fin moriste ensenar ese monumento parca atroz tu divina pluma pues docto varon no venciste ignorante viva viva atento fin ultimo suyo no presuma
21,Soneto amoroso,Juan de Jauregui,15-17,burla o blasona la corcilla o gama bien guarecida entre su bosque espeso del gran lebrel y acosador sabueso cuyo ladrido la amenaza y llama mas si enganada de la hierba y grama al raso campo estiende el pie travieso muriendo paga su ligero ecceso y en vano el gremio de las selvas ama asi mientras cerrado en mi aspereza vivi burlaba amor de tus rigores mas enganome un rostro lisonjero sali de mi siguiendo la belleza de un paraiso con perpetuas flores donde a tus manos rigurosas muero,burla blasona corcilla gama bien guarecida entre bosque espeso gran lebrel acosador sabueso cuyo ladrido amenaza llama si enganada hierba grama raso campo estiende pie travieso muriendo paga ligero ecceso vano gremio selvas ama asi mientras cerrado mi aspereza vivi burlaba amor tus rigores enganome rostro lisonjero sali mi siguiendo belleza paraiso perpetuas flores donde tus manos rigurosas muero
22,A San Ignacio de Loyola,Juan de Jauregui,15-17,ved la columna que descubre senda en el pielago rubro al pueblo amado el fuego y el granizo ved mezclado porque el egipcio su amenaza entienda ved sobre el mar porque su golfo encienda el angel fuerte de pureza armado y en procelosas ondas arrojado a jonas ved que al ninivita enmienda de dios ved el espiritu influyendo sobre las aguas ved el arca ufana que vida ofrece en la borrasca a tantos asi de ignacio en la laguna ardiendo vereis la caridad que ejemplos santos pudieron describir no voz humana,ved columna descubre senda pielago rubro pueblo amado fuego granizo ved mezclado porque egipcio amenaza entienda ved mar porque golfo encienda angel fuerte pureza armado procelosas ondas arrojado jonas ved ninivita enmienda dios ved espiritu influyendo aguas ved arca ufana vida ofrece borrasca tantos asi ignacio laguna ardiendo vereis caridad ejemplos santos pudieron describir no voz humana
23,A las cenizas del doctor don Juan Pérez de Montalbán,Ángela de Mendoza,15-17,culta pavesa ya si antes alada envidia de las flores y del mayo que anhelando a lucir ardiente rayo a epitome reduces este nada caucaso fuiste ya adonde atada la idea padecio mortal desmayo hoy de cenizas palidas moncayo urna te ceniras bien fabricada quieta reposa pues mientras unida asciendes a lograr el alto empeno que desato los lazos de tu vida descansa entre las sombras de este ceno que despues la quietud interrumpida veras que en la virtud la muerte es sueno,culta pavesa ya si antes alada envidia flores mayo anhelando lucir ardiente rayo epitome reduces este nada caucaso fuiste ya adonde atada idea padecio mortal desmayo hoy cenizas palidas moncayo urna te ceniras bien fabricada quieta reposa pues mientras unida asciendes lograr alto empeno desato lazos tu vida descansa entre sombras este ceno despues quietud interrumpida veras virtud muerte sueno
24,A San Isidro,Felipe Bernardo del Castillo,15-17,los campos de madrid isidro santo angeles aran cuando tu arrobado estas con dios y en dios tan endiosado que el heroe labrador da al cielo espanto angelicas cohortes entre tanto a iban por ti ministran tu cuidado candidos bueyes celestial arado el campo fructifican sacrosanto aqueste labrador orando alcanza con lagrimas de gozo enternecido labrarse para dios darse en tributo las angeles que estan en su labranza por cosecha del cielo le han cogido sembrando aqui sus lagrimas el fruto,campos madrid isidro santo angeles aran cuando tu arrobado estas dios dios tan endiosado heroe labrador da cielo espanto angelicas cohortes entre tanto iban ti ministran tu cuidado candidos bueyes celestial arado campo fructifican sacrosanto aqueste labrador orando alcanza lagrimas gozo enternecido labrarse dios darse tributo angeles estan labranza cosecha cielo le han cogido sembrando aqui lagrimas fruto
25,A la muerte del doctor Juan Pérez de Montalbán,Pablo de Sotomayor,15-17,del pindaro espanol del cisne raro que tan dulce canto con docta pluma la forma reducida a breve fuma ceniza sella aqui este marmol paro el que a pesar de envidia ingenio claro nuevo virgilio fue prudente numa porque olvido su nombre no consuma descansa en bronce contra el tiempo avaro aqui el divino montalban reposa tu afecto mueva a llanto o peregrino su perdida temprana lastimosa y pues vive inmortal contra el destino de tan grande varon tan breve losa venera en paz y sigue tu camino,pindaro espanol cisne raro tan dulce canto docta pluma forma reducida breve fuma ceniza sella aqui este marmol paro pesar envidia ingenio claro nuevo virgilio prudente numa porque olvido nombre no consuma descansa bronce contra tiempo avaro aqui divino montalban reposa tu afecto mueva llanto peregrino perdida temprana lastimosa pues vive inmortal contra destino tan grande varon tan breve losa venera paz sigue tu camino
26,Soneto,Andrés Rey de Artieda,15-17,a quien vive aqui c un pobre peregrino a pues peregrino con hogar y casa c no la veis toda ya desierta y rasa que solo este sobrado quedo en pino a quien os trajo a tal lugar c mi sino a quien sois c soy viento que no vuelve y pasa tuve favor del mundo tuve el asa paso el buen tiempo y el adverso vino a que haceis aqui c un cesto una canasta tal vez de mimbre tal de seco esparto con que gano el sustento que me basta y no me vi os prometo jamas harto de pretensiones militares hasta que el desengano me alquilo este cuarto,quien vive aqui c pobre peregrino pues peregrino hogar casa c no veis toda ya desierta rasa solo este sobrado quedo pino quien os trajo tal lugar c mi sino quien sois c soy viento no vuelve pasa tuve favor mundo tuve asa paso buen tiempo adverso vino haceis aqui c cesto canasta tal vez mimbre tal seco esparto gano sustento me basta no me vi os prometo jamas harto pretensiones militares hasta desengano me alquilo este cuarto
27,Soneto,Benito Arias Montano,15-17,quien las graves congojas huir desea de que esta vuestra vida siempre llena ame la soledad quieta y amena donde las ocasiones nunca vea en ella de paciencia se provea contra los pensamientos que dan pena y de memoria del morir que es buena para defensa de cualquier pelea mas el que esta de amor apasionado no piense estando solo remediarse ni con paciencia ni acordar de muerte porque la causa trae de su cuidado dentro en si y mientras mas quiere alejarse la fuerza de amor siente muy mas fuerte,quien graves congojas huir desea esta vuestra vida siempre llena ame soledad quieta amena donde ocasiones nunca vea ella paciencia provea contra pensamientos dan pena memoria morir buena defensa cualquier pelea esta amor apasionado no piense estando solo remediarse ni paciencia ni acordar muerte porque causa trae cuidado dentro si mientras quiere alejarse fuerza amor siente fuerte
28,Soneto a San Vicente Ferrer,Gaspar de Aguilar,15-17,juan ofrecio el jazmin que es el dechado de la virginidad maravillosa diego menor la trascendente rosa bernardo amante el alheli morado domingo noble el lirio aventajado antonio fuerte la azucena hermosa tomas sutil la nepta provechosa lorenzo martir el clavel leonado jacinto el arrayan de su esperanza pablo la maravilla de su celo francisco el trebol que humildad promete con estas flores dignas de alabanza hizo el grande vicente para el cielo como era valenciano un ramillete,juan ofrecio jazmin dechado virginidad maravillosa diego menor trascendente rosa bernardo amante alheli morado domingo noble lirio aventajado antonio fuerte azucena hermosa tomas sutil nepta provechosa lorenzo martir clavel leonado jacinto arrayan esperanza pablo maravilla celo francisco trebol humildad promete estas flores dignas alabanza hizo grande vicente cielo como era valenciano ramillete
29,Soneto de penitencia,Diego Ramírez Pagan,15-17,el cuerpo esta de vicios abrevado en el profundo el paso detenido las aguas de mis culpas han crecido y hasta el alma mia se han entrado si a pie pruebo a salir no hallo vado si a vuelo se han las alas derretido y queda en mi deshonra mi apellido como de icaro el golfo senalado si quiero bracear soy ignorante en el nadar y pues a todo falto bonanza de los tristes que navegan tu mano poderosa de lo alto enviala senor y en un instante me libra de estas aguas que me anegan,cuerpo esta vicios abrevado profundo paso detenido aguas mis culpas han crecido hasta alma mia han entrado si pie pruebo salir no hallo vado si vuelo han alas derretido queda mi deshonra mi apellido como icaro golfo senalado si quiero bracear soy ignorante nadar pues todo falto bonanza tristes navegan tu mano poderosa alto enviala senor instante me libra estas aguas me anegan
30,Soneto,Diego Vélez de Guevara,15-17,ora en la fiel cosecha lisis grata la tierra corresponda a el aldeano labrador ora en leche pierda el grano la piedra que las mieses desbarata o el mar tranquilo ya la indica plata en salvamento llegue al puerto hispano o ya parte se trague el oceano y parte roba el albion pirata no lo siento ni anhelo los fatales destinos estorbar con dar al viento y a dios votos y voces desiguales no porque yo del mal tenga contento mas porque el curso de seguir tus males no me deja lugar al sentimiento,ora fiel cosecha lisis grata tierra corresponda aldeano labrador ora leche pierda grano piedra mieses desbarata mar tranquilo ya indica plata salvamento llegue puerto hispano ya parte trague oceano parte roba albion pirata no siento ni anhelo fatales destinos estorbar dar viento dios votos voces desiguales no porque yo mal tenga contento porque curso seguir tus males no me deja lugar sentimiento
31,Soneto,Francisco de Olaegui,15-17,llega javier al cielo ya gigante en lama y cuerpo con la augusta frente a quien cuanta en la esfera arde luciente estrella cenira bello diamante medio orbe al macedon basto arrogante todo el mundo a javier no es suficiente pues si en llamarse grande aquel no miente que renombre a javier sera bastante siempre aspiro a ser mas pero su aliento no hallando mas que ser ya se ha excedido a si mismo o javier siempre portento cuanto otros heroes fueron no ha podido eternizarlos mas a tu ardimiento le sobra la mitad de lo que ha sido,llega javier cielo ya gigante lama cuerpo augusta frente quien cuanta esfera arde luciente estrella cenira bello diamante medio orbe macedon basto arrogante todo mundo javier no suficiente pues si llamarse grande aquel no miente renombre javier sera bastante siempre aspiro ser aliento no hallando ser ya ha excedido si mismo javier siempre portento cuanto otros heroes fueron no ha podido eternizarlos tu ardimiento le sobra mitad ha sido
32,Soneto,Francisco de Figueroa,15-17,gasto mis pasos y mis tristes dias tras un deseo loco y enganoso que sostiene el vivir dificultoso con vanas esperanzas y alegrias y encontrado mi dano por mil vias sin ser abierta senda a mi reposo doquier que vuelvo el rostro lastimoso hay campo lleno de miserias mias miseria sera todo y desventura hasta que se ejecute la postrera en los cansados anos de mi vida pagara el pensamiento su locura y morira el deseo cuando muera el alma que es vivienda aborrecida,gasto mis pasos mis tristes dias tras deseo loco enganoso sostiene vivir dificultoso vanas esperanzas alegrias encontrado mi dano mil vias ser abierta senda mi reposo doquier vuelvo rostro lastimoso hay campo lleno miserias mias miseria sera todo desventura hasta ejecute postrera cansados anos mi vida pagara pensamiento locura morira deseo cuando muera alma vivienda aborrecida
33,Soneto,Gregorio Silvestre,15-17,que es esto dios de amor que ya no vales las damas dicen que obras son amores y ya no quieren gracia ni primores sino buenas preseas y primores rindieronse al amor de tres metales con oro y plata tiran los mayores y tiran con el cobre las menores que todas ellas son interesales bien puede acometerse sin recelo con un hermoso tiro de moneda la mas pura mujer de las del suelo y cuando algun resabio en ellas queda con un arpon de raso o terciopelo las torna amor mas blanda que la seda,esto dios amor ya no vales damas dicen obras son amores ya no quieren gracia ni primores sino buenas preseas primores rindieronse amor tres metales oro plata tiran mayores tiran cobre menores todas ellas son interesales bien puede acometerse recelo hermoso tiro moneda pura mujer suelo cuando algun resabio ellas queda arpon raso terciopelo torna amor blanda seda
34,Soneto,Gregorio Silvestre,15-17,del oro fino son vuestros cabellos senora y de cristal la blanca frente los ojos son dos soles en oriente que al mismo amor de amor matais con ellos y quiere amor que haga pausa en ellos que no hay pasar de alli ni se consiente y es cada parte en voz tan excelente que son dignos de ser de quien son ellos de cuanto bueno el cielo aca reparte tendra quien ver supiere vuestro gesto mil anos que alabar en cada cosa cien mil gracias teneis en cada parte y hacen todas ellas un compuesto que no es la hermosura tan hermosa,oro fino son vuestros cabellos senora cristal blanca frente ojos son dos soles oriente mismo amor amor matais ellos quiere amor haga pausa ellos no hay pasar alli ni consiente cada parte voz tan excelente son dignos ser quien son ellos cuanto bueno cielo aca reparte tendra quien ver supiere vuestro gesto mil anos alabar cada cosa cien mil gracias teneis cada parte hacen todas ellas compuesto no hermosura tan hermosa
35,¿De qué sirve querer un imposible?,Leonor de la Cueva y Silva,15-17,basta amor el rigor con que me has muerto cese un poco rapaz tu ardiente fuego pues ya del alma el senorio entrego por los ojos no mas a dueno cierto y aunque es el bien que anoro tan incierto que no pasa de vista a sentir llego tu fuerza de manera que me anego en mil mares de amar sin hallar puerto rino unas veces a mis libres ojos mas por respeto de lo que han mirado detengo el castigarlos lo posible y viendo que padezco estos enojos digo entre mi a mi pecho enamorado de que sirve querer un imposible,basta amor rigor me has muerto cese poco rapaz tu ardiente fuego pues ya alma senorio entrego ojos no dueno cierto bien anoro tan incierto no pasa vista sentir llego tu fuerza manera me anego mil mares amar hallar puerto rino veces mis libres ojos respeto han mirado detengo castigarlos posible viendo padezco estos enojos digo entre mi mi pecho enamorado sirve querer imposible
36,Soneto,Miguel Beneyto,15-17,ya me canso senora de cansarte y asi procurare seguir tu gusto pues lo requiere la razon y es justo que nadie persevere en enfadarte no quiero algunas cosas acordarte que son en mi provecho y tu disgusto porque diras que es caso muy injusto querer por tal camino granjearte al fin senora porque no te asombre mi vista ni te cause algun despecho te juro de dejar la patria y nombre pues banando con lagrimas el pecho borrare por ser tuyo aquel renombre quedando con tu gusto satisfecho,ya me canso senora cansarte asi procurare seguir tu gusto pues requiere razon justo nadie persevere enfadarte no quiero algunas cosas acordarte son mi provecho tu disgusto porque diras caso injusto querer tal camino granjearte fin senora porque no te asombre mi vista ni te cause algun despecho te juro dejar patria nombre pues banando lagrimas pecho borrare ser tuyo aquel renombre quedando tu gusto satisfecho
37,Soneto,Francisco de Figueroa,15-17,hierbas floridas verdes deleitosas que con el blanco pie sois oprimidas de aquella que en su bulto recogidas tiene todas las gracias mas preciosas dichosas sombras suaves y amorosas tan gratas a la que roba mil vidas aire que del fino oro desparcidas las hebras traes revueltas con las rosas claras y frescas fuentes cristalinas que de banar en vos sus blancas manos os quiso hacer mi filis tanto dignas cuando sintais sus pasos soberanos direisle si a mis ojos son benignas que no me sean los suyos tan tiranos,hierbas floridas verdes deleitosas blanco pie sois oprimidas aquella bulto recogidas tiene todas gracias preciosas dichosas sombras suaves amorosas tan gratas roba mil vidas aire fino oro desparcidas hebras traes revueltas rosas claras frescas fuentes cristalinas banar vos blancas manos os quiso hacer mi filis tanto dignas cuando sintais pasos soberanos direisle si mis ojos son benignas no me sean suyos tan tiranos
38,De Los hermanos amantes y piedad por fuerza – Jornada primera - Margarita,Fernando de Zarate,15-17,de vos me aparto honor en tal mudanza alegre de mi mal mi infamia siento de que me servira tener contento si mas ha de perder quien mas alcanza quiteme amor el bien de la esperanza que si van mis desdichas en aumento por fuerza ha de dejarle a mi tormento la memoria por ser lo que mas cansa viviendo la memoria ha de matarme quitarme la esperanza es darme muerte leno en mar proceloso voy y vengo pero quiero en mis males consolarme tengo esperanza no pues de que suerte me ha de quitar amor lo que no tengo,vos me aparto honor tal mudanza alegre mi mal mi infamia siento me servira tener contento si ha perder quien alcanza quiteme amor bien esperanza si van mis desdichas aumento fuerza ha dejarle mi tormento memoria ser cansa viviendo memoria ha matarme quitarme esperanza darme muerte leno mar proceloso voy vengo quiero mis males consolarme tengo esperanza no pues suerte me ha quitar amor no tengo
39,Soneto a Nuestra Señora de Alva,Diego Ramírez Pagan,15-17,sosegado esta el mar selvas y prados la hoja y flor su pompa muestra al cielo la noche vi rompiendo aprisa el velo sus caballos herir negros y alados scintia deja los campos plateados de un transparente y cristalino hielo resplandecian del senor de delo los orientales rayos colorados cuando otro sol mas puro de occidente veis donde asoma serenando el dia y la imagen oriental descolorando y dijo eterna luz sola y ardiente sufrid en paz la hermosura mia que mas clara que vos se va mostrando,sosegado esta mar selvas prados hoja flor pompa muestra cielo noche vi rompiendo aprisa velo caballos herir negros alados scintia deja campos plateados transparente cristalino hielo resplandecian senor delo orientales rayos colorados cuando otro sol puro occidente veis donde asoma serenando dia imagen oriental descolorando dijo eterna luz sola ardiente sufrid paz hermosura mia clara vos va mostrando
40,A la vida y costumbre de Nuestra Señora conforme San Epifanio,Andrés Rey de Artieda,15-17,vistio la humilde virgen lino y lana honro en su estado al grande y al pequeno ira colera o risa ni por sueno mostro tener ni turbacion humana de estatura de cuerpo fue mediana rubio el cabello el color trigueno afilada nariz rostro aguileno cifrado en el un alma humilde y llana los ojos verdes de color de oliva la ceja negra arqueada hermosa la vista santa penetrante y viva labios y boca de purpurea rosa con gracia en las palabras excesiva representando a dios en cualquier cosa,vistio humilde virgen lino lana honro estado grande pequeno ira colera risa ni sueno mostro tener ni turbacion humana estatura cuerpo mediana rubio cabello color trigueno afilada nariz rostro aguileno cifrado alma humilde llana ojos verdes color oliva ceja negra arqueada hermosa vista santa penetrante viva labios boca purpurea rosa gracia palabras excesiva representando dios cualquier cosa
41,A Lope de Vega,Diego Ximénez de Cabredo,15-17,hoy queda para siempre declarado vaga espaciosa fertil y agradable que es el fruto que das inestimable puro precioso rico y regalado pues le ofreces a todos sazonado util al alma y a la vista amable con una erudicion incomparable y en estilo jamas imaginado no solo es digno de que ganes nombre y le gane madrid cual madre tuya honrada de tenerte por su hijo mas de que el tajo nueva envidia asombre de que al betis la gloria se atribuya de hallar mecenas en don juan de arguijo,hoy queda siempre declarado vaga espaciosa fertil agradable fruto das inestimable puro precioso rico regalado pues le ofreces todos sazonado util alma vista amable erudicion incomparable estilo jamas imaginado no solo digno ganes nombre le gane madrid cual madre tuya honrada tenerte hijo tajo nueva envidia asombre betis gloria atribuya hallar mecenas don juan arguijo
42,Soneto,Benito Arias Montano,15-17,que es esto entendimiento que revuelta te hace disparar de tu carrera que aquello do menor razon se espera te vas desatinando a rienda suelta solias tu correr parar dar vuelta movido de la mano mas certera de la razon llevando por bandera la vela que el sentido al viento suelta desesperado de mi luz avara que cuando mas pensaba ir atinando muy mas sin tino y ciego me llevaba senti sin sentir como otra tan clara que aquella que primero me guiaba me va tiniebla oscura remedando,esto entendimiento revuelta te hace disparar tu carrera aquello do menor razon espera te vas desatinando rienda suelta solias tu correr parar dar vuelta movido mano certera razon llevando bandera vela sentido viento suelta desesperado mi luz avara cuando pensaba ir atinando tino ciego me llevaba senti sentir como otra tan clara aquella primero me guiaba me va tiniebla oscura remedando
43,Soneto,Matías Juan Beana,15-17,en globo azul que el euro no violenta tranquilidades de su seno undoso no hallando en amarguras su reposo el pasajero en sed corre tormenta javier sagrado su desmayo alienta y a los clamores miseros piadoso solicita el licor venga precioso que socorra una pena que atormenta a cristo invoca de la cruz pendiente cuyo costado fuente a los mortales el bote de una lancha abrio con brio bendijo el mar la cruz sacro tridente y como sintio el ponto en sus cristales aquella dulce fuente se hizo rio,globo azul euro no violenta tranquilidades seno undoso no hallando amarguras reposo pasajero sed corre tormenta javier sagrado desmayo alienta clamores miseros piadoso solicita licor venga precioso socorra pena atormenta cristo invoca cruz pendiente cuyo costado fuente mortales bote lancha abrio brio bendijo mar cruz sacro tridente como sintio ponto cristales aquella dulce fuente hizo rio
44,A un reloj que juntamente era candil,Anastasio Pantaleón de Ribera,15-17,a nuevo ya esplendor restituida hermosisima luz tu ser mejoras pues a la noche las tinieblas doras de su seno la sombra desmentida si de la edad que vives repetida aun los caducos terminos ignoras en el indice vuelve de las horas segunda vez a regular tu vida o tu feliz a quien el fin violento tantos avisan mudos desenganos que un momento te da otro momento y yo si en el ejemplo de tus danos como llegue a observar el escarmiento llego tambien a castigar mis anos,nuevo ya esplendor restituida hermosisima luz tu ser mejoras pues noche tinieblas doras seno sombra desmentida si edad vives repetida aun caducos terminos ignoras indice vuelve horas segunda vez regular tu vida tu feliz quien fin violento tantos avisan mudos desenganos momento te da otro momento yo si ejemplo tus danos como llegue observar escarmiento llego tambien castigar mis anos
45,Soneto,Lorenzo Ortiz de Bujedo,15-17,si se oscurece el mundo con la ausencia del padre de la luz del sol hermoso yo luego con semblante luminoso sustituyo benigna su presencia cuando con melancolica influencia tiende la noche el manto pavoroso mi hermosisima luz del tenebroso horror que infunde burla la inclemencia alza al cielo los ojos y al mirarme te llenaras de gozo y de alegria sin dejar un momento de admirarme oh luna dime quien tanta hidalguia pudo a ti concederte y en ti darme el ser simbolo expreso de maria,si oscurece mundo ausencia padre luz sol hermoso yo luego semblante luminoso sustituyo benigna presencia cuando melancolica influencia tiende noche manto pavoroso mi hermosisima luz tenebroso horror infunde burla inclemencia alza cielo ojos mirarme te llenaras gozo alegria dejar momento admirarme oh luna dime quien tanta hidalguia pudo ti concederte ti darme ser simbolo expreso maria
46,En el túmulo que fabricó Sevilla a la reina Doña Margarita,Juan de Jauregui,15-17,hoy por vandalia insigne y su cabeza magnifico sepulcro al cuerpo santo de margarita se dedica en tanto que el alma goza de mayor alteza no el rico adorno y la imperial grandeza mueva a curiosa admiracion y espanto los ojos mismos que a dolor y a llanto debe mover y a funeral tristeza ya en cuanto espacio el universo estiende su grave faz todo placer destierra la muerte ufana de tan noble palma ella se alegre alegrese la tierra que las cenizas envolver pretende y el cielo puro que atesora el alma,hoy vandalia insigne cabeza magnifico sepulcro cuerpo santo margarita dedica tanto alma goza mayor alteza no rico adorno imperial grandeza mueva curiosa admiracion espanto ojos mismos dolor llanto debe mover funeral tristeza ya cuanto espacio universo estiende grave faz todo placer destierra muerte ufana tan noble palma ella alegre alegrese tierra cenizas envolver pretende cielo puro atesora alma
